aqi,city,co,crawl_time,date,level,no2,o3,pm10,pm2_5,so2,spider
64,江门,1,,2018-10-23,良,51,69,56,28,12,
77,江门,1.2,,2018-10-24,良,61,58,75,35,15,
28,江门,0.6,,2018-09-18,优,17,55,27,12,5,
58,江门,0.9,,2018-09-19,良,24,109,41,18,6,
88,江门,0.7,,2018-09-20,良,20,145,48,26,7,
81,江门,0.6,,2018-09-21,良,16,137,41,22,6,
51,江门,0.9,,2018-09-22,良,23,82,46,24,8,
37,江门,0.6,,2018-09-23,优,18,72,33,18,8,
90,江门,0.7,,2018-09-24,良,20,147,37,20,7,
163,江门,1,,2018-08-25,中度污染,25,228,67,38,10,
149,江门,1,,2018-08-26,轻度污染,29,213,67,38,11,
48,江门,1,,2018-08-27,优,23,96,35,23,6,
45,江门,0.9,,2018-08-28,优,18,88,46,25,4,
34,江门,0.7,,2018-08-29,优,16,68,24,14,4,
39,江门,0.9,,2018-08-30,优,24,39,35,14,5,
44,江门,0.6,,2018-07-19,优,23,88,30,14,6,
47,江门,0.5,,2018-07-20,优,21,94,23,12,6,
95,江门,0.5,,2018-07-21,良,18,153,40,19,6,
36,江门,0.5,,2018-07-22,优,14,71,27,12,7,
30,江门,0.6,,2018-07-23,优,24,38,28,12,7,
28,江门,0.6,,2018-07-24,优,14,51,23,11,4,
35,江门,0.6,,2018-06-22,优,19,48,31,15,6,
28,江门,0.6,,2018-06-23,优,22,53,25,11,6,
27,江门,0.6,,2018-06-24,优,15,53,23,11,5,
27,江门,0.6,,2018-06-25,优,16,54,23,9,6,
33,江门,0.6,,2018-06-26,优,16,63,31,14,6,
38,江门,0.6,,2018-06-27,优,17,76,35,17,7,
42,江门,0.5,,2018-06-28,优,11,84,32,15,7,
56,江门,0.6,,2018-05-24,良,12,107,27,15,9,
45,江门,0.6,,2018-05-25,优,16,89,27,14,9,
33,江门,0.6,,2018-05-26,优,15,66,28,15,8,
36,江门,0.7,,2018-05-27,优,20,72,32,14,7,
87,江门,0.8,,2018-05-28,良,31,144,45,21,12,
46,江门,0.6,,2018-04-22,优,19,67,46,23,8,
35,江门,0.6,,2018-04-23,优,18,54,35,20,8,
52,江门,0.8,,2018-04-24,良,41,36,44,23,9,
64,江门,1,,2018-04-25,良,51,59,63,36,15,
98,江门,1.3,,2018-04-26,良,78,40,111,61,13,
120,江门,0.8,,2018-03-23,轻度污染,48,182,91,51,14,
70,江门,0.7,,2018-03-24,良,39,124,85,47,14,
59,江门,0.7,,2018-03-25,良,42,109,67,37,14,
107,江门,0.9,,2018-03-26,轻度污染,48,167,89,50,15,
133,江门,0.9,,2018-03-27,轻度污染,55,196,85,51,13,
120,江门,0.8,,2018-03-28,轻度污染,25,182,79,48,13,
25,江门,0.9,,2018-02-22,优,20,32,12,8,4,
37,江门,0.9,,2018-02-23,优,29,32,26,17,7,
59,江门,1.2,,2018-02-24,良,47,58,52,41,9,
47,江门,1,,2018-02-25,优,37,39,42,28,7,
38,江门,0.8,,2018-02-26,优,30,73,31,18,8,
50,江门,0.7,,2018-02-27,优,32,99,38,24,9,
70,江门,0.9,,2018-02-28,良,27,124,43,31,9,
176,江门,1.7,,2018-01-18,中度污染,117,227,183,133,26,
160,江门,1.4,,2018-01-19,中度污染,119,88,193,122,26,
108,江门,1.2,,2018-01-20,轻度污染,96,31,136,80,16,
77,江门,0.8,,2018-01-21,良,44,117,80,56,12,
122,江门,1.3,,2018-01-22,轻度污染,61,165,146,92,14,
124,江门,1.6,,2018-01-23,轻度污染,97,19,152,94,20,
65,江门,0.8,,2018-01-24,良,41,115,76,47,12,
99,江门,0.9,,2017-12-24,良,66,121,110,74,28,
98,江门,1,,2017-12-25,良,69,122,106,73,18,
140,江门,1.4,,2017-12-26,轻度污染,123,108,161,107,30,
149,江门,1.2,,2017-12-27,轻度污染,91,197,163,114,22,
143,江门,1.2,,2017-12-28,轻度污染,113,50,161,109,27,
57,江门,0.8,,2017-11-23,良,35,87,65,38,15,
58,江门,0.8,,2017-11-24,良,44,62,55,42,12,
62,江门,0.8,,2017-11-25,良,48,58,58,45,14,
55,江门,0.9,,2017-11-26,良,43,56,50,39,15,
73,江门,1.1,,2017-11-27,良,60,41,67,43,15,
200,江门,1.4,,2017-10-26,中度污染,69,267,132,100,19,
152,江门,1.2,,2017-10-27,中度污染,71,217,119,78,20,
145,江门,1,,2017-10-28,轻度污染,60,210,98,66,20,
121,江门,0.8,,2017-10-29,轻度污染,32,184,68,41,12,
120,江门,0.8,,2017-10-30,轻度污染,37,183,76,50,13,
123,江门,0.9,,2017-10-31,轻度污染,57,186,95,58,14,
93,江门,0.8,,2017-09-19,良,17,152,52,32,10,
175,江门,0.8,,2017-09-20,中度污染,24,240,62,38,15,
121,江门,0.9,,2017-09-21,轻度污染,29,184,56,36,14,
70,江门,1,,2017-09-22,良,42,124,49,29,14,
42,江门,0.9,,2017-09-23,优,31,67,41,24,11,
35,江门,0.8,,2017-09-24,优,29,51,32,19,12,
87,江门,0.5,,2017-08-21,良,23,145,45,23,9,
140,江门,0.6,,2017-08-22,轻度污染,28,205,70,39,11,
31,江门,0.4,,2017-08-23,优,22,63,26,15,7,
30,江门,0.4,,2017-08-24,优,13,61,28,11,4,
65,江门,0.6,,2017-08-25,良,39,118,40,21,10,
148,江门,0.8,,2017-08-26,轻度污染,50,213,58,33,13,
29,江门,0.4,,2017-08-27,优,20,59,16,13,6,
40,江门,0.5,,2017-07-24,优,27,81,29,16,9,
67,江门,0.6,,2017-07-25,良,32,121,41,19,12,
136,江门,0.5,,2017-07-26,轻度污染,28,200,46,25,12,
111,江门,0.7,,2017-07-27,轻度污染,50,173,68,38,12,
202,江门,0.6,,2017-07-28,重度污染,36,277,64,35,12,
200,江门,0.7,,2017-07-29,中度污染,29,266,87,57,13,
34,江门,0.9,,2017-06-19,优,27,48,30,18,9,
36,江门,0.8,,2017-06-20,优,21,51,34,18,8,
34,江门,0.7,,2017-06-21,优,15,57,32,16,7,
35,江门,0.6,,2017-06-22,优,11,50,33,16,4,
27,江门,0.6,,2017-06-23,优,14,41,23,12,6,
28,江门,0.6,,2017-06-24,优,14,47,26,12,6,
28,江门,0.6,,2017-06-25,优,12,54,27,11,6,
45,江门,0.8,,2017-05-23,优,29,83,42,27,10,
37,江门,0.8,,2017-05-24,优,31,49,30,16,7,
131,江门,0.9,,2017-05-25,轻度污染,37,195,51,24,14,
121,江门,1,,2017-05-26,轻度污染,51,184,77,46,18,
201,江门,1,,2017-05-27,重度污染,47,271,90,56,20,
210,江门,0.8,,2017-05-28,重度污染,34,321,75,43,19,
103,江门,1.3,,2017-04-24,轻度污染,87,44,98,60,17,
68,江门,1.1,,2017-04-25,良,55,50,61,41,9,
43,江门,1,,2017-04-26,优,34,51,39,25,7,
47,江门,0.8,,2017-04-27,优,38,71,31,16,8,
172,江门,0.8,,2017-04-28,中度污染,44,237,64,32,12,
60,江门,0.8,,2017-03-30,良,27,77,71,40,8,
44,江门,0.9,,2017-03-31,优,29,66,36,23,7,
48,江门,0.8,,2017-02-25,优,39,42,30,18,7,
52,江门,0.9,,2017-02-26,良,43,92,53,31,12,
78,江门,1.1,,2017-02-27,良,63,99,76,44,20,
93,江门,1.1,,2017-02-28,良,76,134,103,57,23,
76,江门,0.9,,2017-01-24,良,39,129,84,56,11,
100,江门,0.9,,2017-01-25,良,37,161,75,55,9,
97,江门,0.9,,2017-01-26,良,29,157,79,58,9,
86,江门,0.8,,2017-01-27,良,27,144,66,48,8,
69,江门,0.8,,2017-01-28,良,23,123,66,49,10,
62,江门,0.7,,2017-01-29,良,22,45,44,45,6,
95,江门,1.2,,2016-12-25,良,76,19,95,66,16,
108,江门,1.3,,2016-12-26,轻度污染,73,139,111,81,14,
45,江门,0.8,,2016-12-27,优,27,58,45,21,8,
58,江门,0.8,,2016-12-28,良,46,86,66,41,14,
64,江门,0.8,,2016-12-29,良,51,82,67,42,13,
95,江门,0.9,,2016-12-30,良,76,90,92,51,18,
53,江门,0.8,,2016-11-22,良,42,13,34,25,11,
39,江门,0.7,,2016-11-23,优,31,17,25,13,8,
49,江门,0.8,,2016-11-24,优,39,25,35,15,10,
52,江门,0.9,,2016-11-25,良,41,15,44,27,10,
39,江门,0.8,,2016-11-26,优,31,11,25,15,7,
56,咸宁,0.8,,2015-04-01,良,6,100,62,37,10,
59,咸宁,1,,2015-03-01,良,15,77,62,42,11,
105,咸宁,1.5,,2015-02-01,轻度污染,29,32,99,79,10,
94,咸宁,1.5,,2015-02-02,良,30,30,87,70,16,
81,咸宁,1,,2015-01-01,良,29,60,112,40,28,
117,咸宁,1.2,,2014-12-31,轻度污染,30,72,185,56,29,
54,江门,1,,2018-12-24,良,43,19,41,18,4,
90,江门,1.2,,2018-12-25,良,72,15,95,48,6,
65,江门,1.2,,2018-12-26,良,52,90,75,42,9,
47,江门,0.9,,2018-11-22,优,29,93,39,15,8,
63,江门,1,,2018-11-23,良,50,107,70,40,12,
90,江门,1.2,,2018-11-24,良,72,117,102,64,15,
82,江门,1,,2018-10-25,良,38,138,77,40,12,
59,江门,1,,2018-10-26,良,38,69,68,37,11,
45,江门,0.7,,2018-09-25,优,18,89,32,16,5,
75,江门,0.7,,2018-09-26,良,18,129,46,21,6,
75,江门,0.9,,2018-09-27,良,26,129,55,29,6,
39,江门,0.7,,2018-08-31,优,20,44,37,19,5,
36,江门,0.7,,2018-07-25,优,19,65,33,16,5,
48,江门,0.7,,2018-07-26,优,24,74,44,22,6,
40,江门,0.6,,2018-07-27,优,16,79,27,16,7,
43,江门,0.5,,2018-06-29,优,9,85,31,15,7,
37,江门,0.5,,2018-06-30,优,12,60,35,15,5,
77,江门,0.7,,2018-05-29,良,24,132,44,22,13,
42,江门,0.5,,2018-05-30,优,11,84,26,15,8,
52,江门,0.5,,2018-05-31,良,12,102,26,12,9,
101,江门,1.4,,2018-04-27,轻度污染,82,95,150,70,14,
77,江门,1.3,,2018-04-28,良,61,72,89,48,15,
79,江门,0.7,,2018-03-29,良,23,134,60,36,9,
123,江门,0.7,,2018-03-30,轻度污染,31,185,68,43,16,
112,江门,0.5,,2018-03-31,轻度污染,28,173,47,20,13,
54,江门,0.7,,2018-01-25,良,40,56,57,34,11,
56,江门,0.9,,2018-01-26,良,43,45,61,30,11,
74,江门,1,,2018-01-27,良,59,21,68,44,15,
50,江门,1,,2018-01-28,优,39,9,50,34,9,
40,江门,0.9,,2018-01-29,优,32,17,25,20,5,
48,江门,0.8,,2018-01-30,优,38,29,36,33,5,
36,江门,0.9,,2018-01-31,优,27,38,29,25,5,
109,江门,1,,2017-12-29,轻度污染,75,161,115,82,19,
74,江门,0.7,,2017-12-30,良,59,85,81,50,15,
65,江门,0.9,,2017-12-31,良,45,118,70,44,12,
100,江门,1.1,,2017-11-28,良,80,70,97,67,17,
101,江门,1.2,,2017-11-29,轻度污染,83,104,102,61,22,
83,江门,1.3,,2017-11-30,良,61,3,80,47,21,
27,江门,0.7,,2017-09-25,优,18,55,21,9,8,
48,江门,0.6,,2017-09-26,优,20,97,30,13,11,
171,江门,0.8,,2017-09-27,中度污染,25,236,55,27,14,
22,江门,0.5,,2017-08-28,优,18,44,14,10,6,
105,江门,0.7,,2017-08-29,轻度污染,34,166,45,26,13,
98,江门,0.7,,2017-08-30,良,30,158,45,26,12,
200,江门,0.9,,2017-08-31,中度污染,37,268,59,41,11,
110,江门,0.7,,2017-07-30,轻度污染,27,171,80,53,13,
92,江门,0.7,,2017-07-31,良,18,151,64,43,10,
28,江门,0.5,,2017-06-26,优,12,54,26,12,6,
28,江门,0.5,,2017-06-27,优,13,46,28,12,5,
28,江门,0.5,,2017-06-28,优,11,56,25,12,6,
26,江门,0.5,,2017-06-29,优,12,52,24,13,7,
198,江门,0.7,,2017-05-29,中度污染,20,263,64,39,12,
93,江门,0.7,,2017-05-30,良,18,152,43,28,11,
44,江门,0.7,,2017-05-31,优,10,89,36,20,6,
177,江门,0.9,,2017-04-29,中度污染,34,242,75,50,17,
112,江门,0.8,,2017-04-30,轻度污染,20,174,57,39,11,
55,江门,0.9,,2017-01-30,良,16,87,42,39,5,
56,江门,1.1,,2017-01-31,良,17,55,49,40,4,
109,江门,1.3,,2016-12-31,轻度污染,97,92,126,79,23,
52,江门,0.9,,2016-11-27,良,41,85,46,23,12,
74,江门,1,,2016-11-28,良,59,73,69,38,13,
97,江门,0.9,,2016-11-29,良,77,47,91,51,17,
83,江门,0.8,,2016-11-30,良,54,95,106,61,23,
48,咸宁,1,,2016-10-01,优,21,51,44,33,6,
94,咸宁,1,,2016-09-01,良,19,152,111,63,13,
128,咸宁,1,,2016-08-01,轻度污染,11,190,85,46,11,
53,咸宁,1.3,,2015-04-02,良,25,95,56,33,6,
53,咸宁,1.2,,2015-04-03,良,16,95,55,31,14,
44,咸宁,1.4,,2015-04-04,优,23,87,42,27,6,
49,咸宁,1.4,,2015-04-05,优,20,68,49,34,11,
84,咸宁,1.3,,2015-03-02,良,17,65,91,62,15,
92,咸宁,1,,2015-03-03,良,13,64,133,54,13,
81,咸宁,1.1,,2015-03-04,良,11,69,111,53,14,
59,咸宁,1,,2015-03-05,良,15,63,68,39,10,
124,咸宁,1.4,,2015-02-03,轻度污染,46,24,126,94,28,
165,咸宁,1.5,,2015-02-04,中度污染,36,74,170,125,38,
219,咸宁,2,,2015-02-05,重度污染,45,71,224,169,45,
82,咸宁,1.2,,2015-01-02,良,42,44,114,55,33,
111,咸宁,1.7,,2015-01-03,轻度污染,52,60,158,84,30,
117,咸宁,1.8,,2015-01-04,轻度污染,50,96,157,89,27,
141,咸宁,2,,2015-01-05,轻度污染,52,54,171,108,32,
57,江门,1.2,,2018-12-27,良,45,65,51,24,8,
29,咸宁,0.6,,2016-07-01,优,8,42,29,14,3,
84,江门,1,,2018-11-25,良,67,37,88,55,12,
60,江门,1.2,,2018-11-26,良,48,88,63,35,7,
84,江门,1,,2018-11-27,良,67,52,83,46,8,
101,江门,1.2,,2018-11-28,轻度污染,82,20,94,54,9,
84,江门,1,,2018-11-29,良,67,118,85,45,10,
111,江门,0.9,,2018-10-27,轻度污染,39,172,60,19,10,
114,江门,0.9,,2018-10-28,轻度污染,51,175,72,27,13,
89,江门,0.6,,2018-10-29,良,55,146,66,30,17,
89,江门,0.5,,2018-10-30,良,46,146,62,28,15,
95,江门,0.5,,2018-10-31,良,31,153,61,27,12,
49,江门,0.7,,2018-09-28,优,30,75,49,28,10,
115,江门,0.7,,2018-09-29,轻度污染,28,176,50,27,8,
124,江门,0.7,,2018-09-30,轻度污染,36,186,59,31,10,
41,江门,0.5,,2018-07-28,优,14,81,26,13,7,
37,江门,0.6,,2018-07-29,优,19,74,32,15,7,
33,江门,0.6,,2018-07-30,优,19,62,31,14,6,
52,江门,0.7,,2018-04-29,良,20,100,53,30,8,
52,江门,0.7,,2018-04-30,良,16,78,54,28,8,
190,江门,0.9,,2017-09-28,中度污染,24,255,56,37,14,
31,江门,0.7,,2017-09-29,优,24,62,25,16,9,
52,江门,1,,2017-09-30,良,42,56,41,22,10,
29,江门,0.5,,2017-06-30,优,11,59,23,13,7,
30,咸宁,0.6,,2018-09-01,优,11,60,21,9,2,
67,咸宁,1,,2018-08-01,良,14,120,34,19,4,
38,咸宁,1.2,,2018-07-01,优,11,76,19,13,3,
60,咸宁,1.2,,2018-07-02,良,6,111,30,18,3,
41,咸宁,1,,2018-07-03,优,12,81,28,17,3,
110,咸宁,1,,2018-06-01,轻度污染,14,170,44,28,4,
75,咸宁,0.9,,2018-05-01,良,9,129,21,15,2,
0,咸宁,0,,2018-05-02,无,19,0,76,47,3,
97,咸宁,0.8,,2018-05-03,良,23,156,59,30,4,
79,咸宁,0.7,,2018-05-04,良,19,134,40,19,2,
116,咸宁,1.2,,2018-04-01,轻度污染,24,177,103,75,4,
82,咸宁,1.1,,2018-04-02,良,16,138,65,54,2,
47,咸宁,1.3,,2018-03-01,优,17,93,39,29,3,
69,咸宁,1.5,,2018-03-02,良,19,49,55,50,3,
49,咸宁,1.7,,2018-03-03,优,15,91,39,34,3,
53,咸宁,1.5,,2018-03-04,良,16,76,42,37,3,
75,咸宁,1.3,,2018-02-01,良,37,87,80,55,4,
82,咸宁,1.3,,2018-02-02,良,41,72,107,60,4,
64,咸宁,0.9,,2018-02-03,良,34,78,77,32,4,
59,咸宁,0.9,,2018-02-04,良,32,81,67,42,3,
93,咸宁,1.3,,2018-01-01,良,37,76,132,69,5,
97,咸宁,1.5,,2018-01-02,良,43,31,106,72,5,
52,咸宁,1,,2017-12-01,良,24,0,46,40,2,
72,咸宁,1.4,,2017-12-02,良,27,0,60,45,3,
79,咸宁,1.5,,2017-12-03,良,32,0,65,49,3,
57,咸宁,1.5,,2017-12-04,良,34,0,98,85,2,
91,咸宁,1.2,,2017-11-01,良,28,150,67,40,9,
112,咸宁,1.3,,2017-11-02,轻度污染,33,174,95,56,10,
108,咸宁,1.4,,2017-11-03,轻度污染,28,169,114,73,14,
104,咸宁,1.2,,2017-11-04,轻度污染,19,124,79,77,10,
51,咸宁,1.4,,2017-10-01,良,13,94,52,30,4,
34,咸宁,1.4,,2017-10-02,优,13,65,29,19,4,
33,咸宁,1.3,,2017-10-03,优,8,67,21,18,5,
57,咸宁,1.3,,2017-09-01,良,20,50,48,42,3,
70,咸宁,1.3,,2017-09-02,良,12,124,53,50,6,
61,咸宁,1.2,,2017-09-03,良,16,55,42,43,5,
36,咸宁,1.5,,2017-08-01,优,7,66,12,23,6,
53,咸宁,1.6,,2017-08-02,良,10,73,28,38,4,
65,咸宁,1.6,,2017-08-03,良,9,119,43,42,4,
32,咸宁,1.4,,2017-07-01,优,5,50,8,13,4,
39,咸宁,1.4,,2017-07-02,优,7,78,17,16,5,
39,咸宁,1.4,,2017-07-03,优,6,78,22,18,5,
35,咸宁,1.5,,2017-07-04,优,6,57,20,15,5,
35,咸宁,1.4,,2017-07-05,优,6,58,22,16,6,
34,咸宁,1.4,,2017-07-06,优,5,53,23,18,5,
63,咸宁,1.3,,2017-06-01,良,9,104,54,48,7,
89,咸宁,1.3,,2017-06-02,良,8,147,62,50,6,
100,咸宁,1.4,,2017-06-03,良,10,160,83,61,7,
86,咸宁,1.4,,2017-06-04,良,8,144,72,63,6,
39,咸宁,1.3,,2017-06-05,优,5,78,20,25,4,
98,咸宁,1.1,,2017-04-01,良,18,158,63,47,8,
87,咸宁,0.9,,2017-04-02,良,15,145,51,40,6,
75,咸宁,0.9,,2017-04-03,良,14,130,72,45,12,
85,咸宁,1.2,,2017-04-04,良,26,112,100,63,12,
107,咸宁,1.6,,2017-04-05,轻度污染,33,75,107,82,9,
61,咸宁,1.5,,2017-04-06,良,21,66,36,44,6,
42,咸宁,1,,2016-10-02,优,14,58,41,29,4,
48,咸宁,1.1,,2016-10-03,优,15,95,45,31,6,
67,咸宁,1,,2016-10-04,良,15,120,49,32,9,
73,咸宁,1,,2016-10-05,良,15,127,63,43,8,
80,咸宁,1.1,,2016-10-06,良,14,129,83,59,12,
69,咸宁,1.1,,2016-10-07,良,12,105,72,50,7,
75,咸宁,1.1,,2016-10-08,良,23,90,85,55,9,
109,咸宁,0.8,,2016-09-02,轻度污染,16,169,78,41,9,
100,咸宁,0.8,,2016-09-03,良,18,159,95,44,14,
101,咸宁,0.9,,2016-09-04,轻度污染,23,161,119,54,13,
150,咸宁,1,,2016-09-05,轻度污染,21,214,107,54,15,
51,咸宁,0.8,,2016-09-06,良,13,101,47,33,6,
80,咸宁,0.6,,2016-09-07,良,13,135,37,20,7,
104,咸宁,0.8,,2016-09-08,轻度污染,22,164,66,35,10,
70,咸宁,0.9,,2016-09-09,良,21,109,74,51,11,
52,咸宁,0.7,,2016-08-02,良,10,99,53,29,7,
37,咸宁,0.6,,2016-08-03,优,11,74,35,21,5,
33,咸宁,0.8,,2016-08-04,优,8,65,28,15,9,
42,咸宁,0.8,,2016-08-05,优,10,83,41,21,6,
47,咸宁,0.9,,2016-08-06,优,12,88,47,30,6,
43,咸宁,1,,2016-08-07,优,11,84,43,29,6,
45,咸宁,1,,2016-08-08,优,11,90,45,29,5,
77,咸宁,1.2,,2016-08-09,良,9,132,61,42,13,
49,咸宁,1,,2015-04-06,优,13,87,49,34,11,
60,咸宁,0.8,,2015-04-07,良,13,87,68,43,9,
50,咸宁,0.5,,2015-04-08,优,11,90,51,27,7,
53,咸宁,0.6,,2015-04-09,良,16,78,57,33,10,
57,咸宁,0.7,,2015-04-10,良,20,107,64,37,10,
111,咸宁,0.8,,2015-04-11,轻度污染,23,172,85,48,16,
73,咸宁,0.6,,2015-04-12,良,15,128,94,38,12,
73,咸宁,0.5,,2015-04-13,良,17,127,72,22,20,
86,咸宁,0.6,,2015-04-14,良,17,143,74,27,12,
80,咸宁,0.9,,2015-03-06,良,18,53,90,59,11,
88,咸宁,1,,2015-03-07,良,20,70,99,65,9,
93,咸宁,1,,2015-03-08,良,23,60,107,70,10,
99,咸宁,1.2,,2015-03-09,良,22,92,109,74,19,
144,咸宁,1,,2015-03-10,轻度污染,21,91,159,110,19,
65,咸宁,0.8,,2015-03-11,良,29,82,81,46,16,
78,咸宁,0.8,,2015-03-12,良,25,106,97,57,12,
70,咸宁,0.9,,2015-03-13,良,25,83,90,50,11,
172,咸宁,1.7,,2015-02-06,中度污染,38,94,181,131,34,
139,咸宁,1.6,,2015-02-07,轻度污染,47,55,161,107,21,
135,咸宁,1.5,,2015-02-08,轻度污染,33,76,159,103,26,
65,咸宁,1,,2015-02-09,良,28,77,79,42,17,
85,咸宁,1.3,,2015-02-10,良,41,59,111,63,25,
122,咸宁,1.6,,2015-02-11,轻度污染,38,89,144,93,18,
118,咸宁,1.7,,2015-02-12,轻度污染,38,98,144,89,15,
114,咸宁,1.6,,2015-02-13,轻度污染,31,105,133,86,15,
120,咸宁,1.7,,2015-02-14,轻度污染,25,79,139,91,13,
230,咸宁,3.3,,2015-01-06,重度污染,65,20,232,180,41,
170,咸宁,2.9,,2015-01-07,中度污染,53,52,191,129,29,
134,咸宁,2.4,,2015-01-08,轻度污染,37,82,158,103,22,
147,咸宁,2.2,,2015-01-09,轻度污染,46,71,171,112,21,
144,咸宁,2,,2015-01-10,轻度污染,44,85,172,110,19,
128,咸宁,1.7,,2015-01-11,轻度污染,41,90,154,97,23,
131,咸宁,1.9,,2015-01-12,轻度污染,40,57,150,100,43,
106,咸宁,1.7,,2015-01-13,轻度污染,35,48,117,80,24,
78,咸宁,0.6,,2017-03-01,良,15,110,104,50,10,
65,咸宁,0.6,,2017-03-02,良,17,112,81,26,11,
74,咸宁,0.8,,2017-03-03,良,23,118,100,42,11,
77,咸宁,0.9,,2017-03-04,良,25,56,91,58,12,
95,咸宁,1.1,,2017-03-05,良,22,56,70,71,10,
22,咸宁,0.6,,2016-07-02,优,7,36,22,11,3,
36,咸宁,0.7,,2016-07-03,优,7,63,36,19,5,
30,咸宁,0.7,,2016-07-04,优,9,59,21,9,11,
34,咸宁,1,,2016-07-05,优,14,59,34,20,3,
35,咸宁,0.8,,2016-07-06,优,9,45,35,21,3,
55,咸宁,0.7,,2016-07-07,良,10,106,45,25,4,
60,咸宁,0.7,,2016-07-08,良,9,111,54,30,7,
81,江门,0.7,,2018-11-30,良,55,137,71,41,9,
37,江门,0.6,,2018-07-31,优,18,57,35,15,5,
185,咸宁,1.9,,2018-12-01,中度污染,45,64,173,139,11,
81,咸宁,0.7,,2018-11-01,良,22,137,67,35,11,
73,咸宁,0.7,,2018-11-02,良,19,127,53,32,12,
59,咸宁,0.6,,2018-10-01,良,23,110,57,20,9,
67,武威,1.2,,2018-12-01,良,42,68,83,46,10,
500,武威,0.5,,2018-12-02,严重污染,10,68,1496,271,2,
79,武威,1.4,,2018-11-01,良,54,83,106,58,13,
77,武威,0.6,,2018-11-02,良,26,88,104,36,8,
53,武威,0.5,,2018-10-01,良,26,103,52,24,9,
46,武威,0.5,,2018-09-01,优,10,92,14,5,5,
48,武威,0.6,,2018-09-02,优,30,78,48,14,6,
83,武威,0.5,,2018-08-01,良,8,131,0,0,4,
44,武威,0.5,,2018-08-02,优,10,87,22,16,4,
46,武威,0.6,,2018-07-01,优,14,91,50,22,2,
65,武威,0.6,,2018-07-02,良,22,118,38,14,2,
72,武威,0.6,,2018-07-03,良,30,126,53,18,2,
93,武威,0.6,,2018-06-01,良,18,151,0,0,2,
78,武威,0.5,,2018-06-02,良,14,130,108,28,4,
75,武威,0.4,,2018-05-01,良,12,130,82,32,5,
79,武威,0.6,,2018-04-01,良,34,117,108,45,4,
0,武威,0.6,,2018-04-02,无,28,116,0,0,4,
66,武威,0.4,,2018-03-01,良,20,105,82,28,9,
64,武威,0.8,,2018-02-01,良,21,91,78,32,10,
62,武威,1.1,,2018-02-02,良,27,90,73,40,11,
97,武威,1.8,,2018-01-01,良,32,82,144,57,18,
114,武威,1.7,,2017-12-01,轻度污染,50,0,116,74,25,
74,武威,1.2,,2017-11-01,良,40,96,95,36,15,
60,西宁,0.9,,2017-09-01,良,20,112,19,12,7,
47,西宁,0.9,,2017-09-02,优,21,94,36,13,9,
45,西宁,1,,2017-09-03,优,37,91,42,17,16,
60,西宁,0.6,,2017-08-01,良,23,75,62,16,7,
69,西宁,0.7,,2017-08-02,良,32,123,49,17,14,
114,西宁,1.4,,2017-07-01,轻度污染,32,176,66,22,20,
80,西宁,1.1,,2017-06-01,良,36,137,89,29,14,
73,西宁,1.2,,2017-06-02,良,50,93,99,36,16,
43,咸宁,0.6,,2018-09-02,优,9,86,22,10,3,
48,咸宁,0.7,,2018-09-03,优,10,95,35,16,3,
116,咸宁,0.9,,2018-09-04,轻度污染,13,177,57,23,6,
94,咸宁,0.9,,2018-09-05,良,15,152,72,27,6,
57,咸宁,1,,2018-09-06,良,21,86,69,39,4,
47,咸宁,0.7,,2018-09-07,优,17,76,47,21,5,
92,咸宁,1,,2018-08-02,良,14,150,47,27,5,
121,咸宁,1,,2018-08-03,轻度污染,17,183,46,28,5,
68,咸宁,1,,2018-08-04,良,13,121,40,19,4,
90,咸宁,1,,2018-08-05,良,12,147,42,25,4,
65,咸宁,0.9,,2018-08-06,良,11,118,32,20,4,
47,咸宁,1,,2018-07-04,优,9,94,34,18,4,
33,咸宁,1.2,,2018-07-05,优,14,65,26,19,3,
51,咸宁,1.2,,2018-07-06,良,14,101,36,25,4,
67,咸宁,1,,2018-06-02,良,15,120,42,28,2,
90,咸宁,1,,2018-06-03,良,18,147,49,29,3,
99,咸宁,1.2,,2018-06-04,良,16,158,59,35,3,
80,咸宁,1,,2018-06-05,良,19,136,57,41,2,
90,咸宁,1,,2018-06-06,良,16,148,42,28,3,
45,咸宁,0.9,,2018-05-05,优,10,90,32,20,2,
50,咸宁,0.9,,2018-05-06,优,14,99,20,16,2,
63,咸宁,1,,2018-05-07,良,20,115,27,18,2,
68,咸宁,0.8,,2018-05-08,良,22,121,42,25,3,
86,咸宁,0.9,,2018-04-03,良,13,143,56,41,2,
0,咸宁,0.9,,2018-04-04,无,24,69,0,0,4,
39,咸宁,0.8,,2018-04-05,优,20,61,29,27,2,
83,咸宁,0.7,,2018-04-06,良,13,108,116,30,3,
80,咸宁,0.6,,2018-04-07,良,21,130,109,24,2,
38,咸宁,1.3,,2018-03-05,优,13,56,25,26,2,
35,咸宁,1.2,,2018-03-06,优,13,70,28,24,2,
38,咸宁,1.4,,2018-03-07,优,17,52,22,26,2,
44,咸宁,1.4,,2018-03-08,优,20,88,36,30,2,
65,咸宁,1.4,,2018-03-09,良,24,118,50,30,2,
64,咸宁,1,,2018-02-05,良,31,97,63,46,3,
65,咸宁,1,,2018-02-06,良,37,102,67,47,4,
77,咸宁,1.1,,2018-02-07,良,40,100,81,56,3,
77,咸宁,1.1,,2018-02-08,良,34,126,77,56,4,
