people_number,position_link,position_name,position_require,position_responsibility,position_type,publish_times,spider,time,work_location
2,https://hr.tencent.com/position_detail.php?id=45444&keywords=&tid=0&lid=0,25664-政务云客户端产品策划经理,"1. 本科及以上学历，三年以上工作经验；,2.  熟悉互联网领域产品设计、开发、管理和运营流程，对用户需求敏感,创新能力强，有较强的产品策划能力；,3.  熟练使用Axure、Project、Visio、PPT、Word等软件，熟悉需求设计和项目管理；,4.  思维开放、善于进行创新，具有较强的逻辑分析和学习能力；,5.  有优秀的沟通、交流能力和信息整合能力；,6.  抗压能力强,团队协作能力强；,7.  有云计算，大数据，人工智能，物联网经验者优先。","1.负责腾讯云政务行业 ToC 端产品的产品规划并执行落地推进，对产品的最终市场竞争力负责；,2.负责产品的各个生命周期，对用户负责，产出安全、稳定、易用的产品。协调并驱动开发，售前和合作伙伴等多个团队共同完成产品业务目标；,3.负责需求分析和产品设计，对线上产品进行监控与跟踪，不断挖掘用户需求，优化产品，提升产品价值；,4.负责负责产品的管理员手册、用户手册、白皮书等文档的编写；,5.负责产品的培训文档、营销文档和创新专利的编写；,6.负责对产品使用进行持续跟踪与分析。",产品/项目类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.078672,广州
1,https://hr.tencent.com/position_detail.php?id=45441&keywords=&tid=0&lid=0,CS-腾讯基金会内容运营岗（腾讯基金会编制）,"1、本科及以上学历，专业不限，热爱公益，有内容运营 经验者优先；,2、具备优秀的沟通表达能力、清晰的逻辑思维能力；,3、工作认真负责，执行能力强，对移动互联网有浓厚的 兴趣；,4、学习能力强，乐于进行知识的分享与沉淀。,此岗位是腾讯基金会编制。腾讯公益慈善基金会是2007年经中华人民共和国国务院与民政部批准成立，在民政部登记注册、由民政部主管的全国性公募基金会，是中国第一家由互联网企业发起的公益基金会。,作为一家独立运作的慈善组织，腾讯基金会是公益生态圈中的“连接器”，不断以科技连接信任，用互联网核心能力推动公益行业的长远发展。","1、负责腾讯公益平台的内容日常更新和维护，以及文字 、图片的设计、处理；,2、协助进行节点性、主题型的内容策划与运营；,3、收集用户和机构的反馈，分析和输出数据。",内容编辑类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.077424,北京
1,https://hr.tencent.com/position_detail.php?id=45451&keywords=&tid=0&lid=0,27092-计算机视觉/图像识别工程师（深圳）,"1.图像处理、计算机视觉、模式识别、机器学习等相关专业。 ,2.2年以上图像识别/计算机视觉领域相关工作经验，熟悉图像识别/计算机视觉领域的主流模型和算法，关注领域内的最新进展。 ,3. 较强的算法实现能力，熟练掌握C/C++，Python，Java等至少一门语言；熟悉OpenCV等常用库，熟练使用一种或几种深度学习框架（caffe，tensorflow， MXNet）。 ,4. 有图目标跟踪、目标检测、语义分割等实际应用经验者优先。 ,5. 有较强的研究能力者优先，如在领域顶级会议如CVPR，ICCV，ECCV，NIPS等发表过高质量论文。","1. 负责应用宝、企鹅号等多款产品广告相关核心技术算法与产品化等研究工作，包括但不限于如下方向：目标追踪，目标检测，图像分割，图像分类等图像处理、图像识别、计算机视觉技术。 ,2. 紧跟前沿算法和技术，推动计算机视觉算法和深度学习在实际应用领域的性能优化和落地。 ,3. 提出和实现最前沿的算法，保持算法在工业界和学术界的领先。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.076754,深圳
1,https://hr.tencent.com/position_detail.php?id=45360&keywords=&tid=0&lid=0,21882-医疗资讯产品中心-医学美术编辑（深圳）,"1.美术功底扎实，精通Photoshop等绘图软件和3D软件；,2.了解医学相关的人体解剖知识，医学相关专业背景优先；,3.在医学插画风格和细节上有较强的视觉把握能力；,4.热爱互联网医疗行业，具备医学插画相关工作经验者优先;,5.有高度的责任心，具备良好的合作态度和沟通能力，并富有创作激情和责任感，能承受高强度的工作压力。","1. 为医学科普内容提供严谨、科学、高品质的插画，增加科普内容的可视化。,2.参与医学插画团队的设计流程、方法和规范的制定；,3.负责根据科普内容策划与制作相关插图和视频内容。",设计类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.281824,深圳
1,https://hr.tencent.com/position_detail.php?id=45374&keywords=&tid=0&lid=0,23295-互娱iOS开发工程师（深圳）,"本科及以上学历，计算机或相关专业，3年以上工作经验，2年以上iOS平台开发经验；,熟练掌握Objective-C编程语言，较好的C、C++功底；,熟悉iOS常用第三方框架和组件，熟悉面向对象化编程思想和设计模式；,熟悉iOS平台的系统控件、内存管理、动画、多线程、网络、数据库等相关技术；,对Socket通信、TCP/IP和HTTP有较深刻理解；,具备较强的团队精神、良好的表达和沟通能力，工作认真负责；,具有很强的新知识学习能力和错误调试排错能力。","负责游戏社区SDK以及APP功能的设计与开发工作；,持续优化SDK和APP功能，不断提升质量与性能；,学习和研究新技术以满足产品的需求；",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.309157,深圳
1,https://hr.tencent.com/position_detail.php?id=45346&keywords=&tid=0&lid=0,TEG07-PHP开发工程师（深圳）,"具备良好的计算机基础，了解常用的数据结构和算法；,喜欢互联网行业、热爱编程；,优秀的定量分析能力和严密逻辑思维；,具备在 Linux/Unix 平台下操作的能力；,精通 PHP 编程语言，接触过相应的框架并有一定的理解；,了解 Redis/Memcache 等缓存中间件者优先考虑；,能熟练使用 MySQL/MongoDB 等数据库，如有查询优化方面的经验为佳；,掌握流行的 Web 后端开发语言以及 Web 开发流程，对前后端分层联合开发技术原理有了解；,有 GitHub 有托管项目优先。","负责工作投资并购管理平台TIM系统的开发与维护；,TIM是基于量化数据的投资管理平台，主要目的是通过对投资项目进行全生命周期的管理，结构化投资数据，规范投资流程；,实现对投资公司的数据的智能分析，进而辅助投资决策。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.339824,深圳
1,https://hr.tencent.com/position_detail.php?id=45335&keywords=&tid=0&lid=0,CSIG16-汽车和出行行业高级iOS研发工程师（深圳）,"深入理解objective-c；,熟悉iOS相关特性，ARC、runloop、runtime、KVC、KVO等；,熟悉UIKit开发；,了解常用第三方框架的使用以及实现原理；,熟悉HTTP/HTTPS/TCP协议；,了解常用的设计模型；,熟悉ReactiveCocoa+MVVM使用优先；","负责和参与汽车与出行方向终端架构设计及研发；,负责账号、支付、地图、网络等核心模块的研发；,打造通用的汽车行业移动中台组件。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.420015,深圳
2,https://hr.tencent.com/position_detail.php?id=45315&keywords=&tid=0&lid=0,22989-小程序云开发后台开发高级工程师（深圳）,"3年以上Unix/Linux下C/C++, Golang、Python的开发经验；,熟悉Unix/Linux操作系统原理、常用工具；,全面并且扎实的软件知识结构（操作系统、软件工程、设计模式、数据结构、数据库系统、网络安全）；,具备良好的分析解决问题能力，能独立承担任务和有系统进度把控能力；,好学、责任心强、思维缜密敏捷、良好的对外沟通和团队协作能力；,有海量系统开发经验优先考虑。","本科及以上学历，计算机相关专业；,负责云小程序云开发产品的后台开发；,负责开发平台业务的开发和维护；,负责部门相关业务的后台开发及维护。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.460658,深圳
1,https://hr.tencent.com/position_detail.php?id=45314&keywords=&tid=0&lid=0,WXG08-121 微信小程序商业数据分析工程师（广州）,"本科及以上学历,统计学、应用数学、应用经济学、运筹学等数据科学相关专业；,严谨的逻辑思维能力和扎实的数理专业知识基础；,较强的动手实现能力，熟练使用SAS/R/Python/Matlab/SPSS等相关统计数学软件的一种；,具备自我驱动的研究热情，有学术研究成果发表者优先考虑。","根据产品业务设计、开发合适的数据评估模型及指标体系，及时监控发现业务发展中遇到的各种问题；,对产品业务问题进行逻辑抽象，将现实业务问题转化为逻辑、可量化问题，并进行相应的数学建模；,从逻辑、模型、实证角度，思考提出业务的潜在优化策略，并通过实验等量化评估方式，进行策略的有效性确认；,评估各种策略的实证效果及因果关系分析，支持产品运营决策，驱动产品体验优化及业务快速增长；",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.459813,广州
1,https://hr.tencent.com/position_detail.php?id=45313&keywords=&tid=0&lid=0,TME-腾讯音乐全民K歌音频算法工程师（深圳）,"计算机、信号处理、信息类及相关专业，2年及以上相关工作经验；,了解音频信号处理，熟悉语音增强、噪声抑制、AGC\AEC\ANS、音效、智能修音、唱歌评分等相关技术；,掌握c/c++，代码能力强；,较强的英文文献阅读能力。","负责全民K歌音频算法处理与实现工作；,负责全民K歌中音频分类、分析、音质评测等相关项目；,负责全民K歌中音频创新技术研究，音频与机器学习前沿技术探索与实现；",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.458892,深圳
1,https://hr.tencent.com/position_detail.php?id=45286&keywords=&tid=0&lid=0,29777-腾讯云工业行业总监（深圳）,"本科及以上学历，3年以上服务端开发、运维经验，具备互联网、云计算、大数据的知识，有成功的传统企业系统的大型应用经验； ,具备较强的逻辑思维及分析能力，有一定的运营规划能力和问题解决能力；,良好的产品和行业运营管理能力，跨职能、跨部门的组织协调能力和沟通能力。","负责腾讯云工业相关行业，包括：认清行业痛点趋势、联合内外部生态制订解决方案、布局行业打法和发展规划、整体运营和项目运作；,与跨部门团队密切合作，驱动项目实施，实现业务需求，负责对应行业内生态合作建设；,管理培养团队成员融入腾讯文化价值观，并不断学习，达成业绩指标。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.541235,深圳
1,https://hr.tencent.com/position_detail.php?id=45237&keywords=&tid=0&lid=0,28605-321 微信境外支付高级区域经理（泰国）,"本科或以上学历，3-5年以上工作经验； ,中文和英语流利； ,具备优秀的商务谈判、合同签约能力； ,熟悉支付业务以及当地海外市场环境； ,对产品、运营理解能力强，具备优秀商业模式洞察力和运营能力。","推动与当地海外商户的微信支付上线；,整合协调内外部资源，开拓线下机构服务商，持续提升微信支付的市场占有率；,创新合作，输出行业解决方案，树立标杆，提升微信支付在境外的市场影响力。",市场类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.620348,泰国
1,https://hr.tencent.com/position_detail.php?id=45236&keywords=&tid=0&lid=0,28605-321 微信境外支付高级区域经理（日本）,"本科或以上学历，3-5年以上工作经验； ,中文和英语流利； ,具备优秀的商务谈判、合同签约能力； ,熟悉支付业务以及当地海外市场环境； ,对产品、运营理解能力强，具备优秀商业模式洞察力和运营能力。","推动与当地海外商户的微信支付上线；,整合协调内外部资源，开拓线下机构服务商，持续提升微信支付的市场占有率；,创新合作，输出行业解决方案，树立标杆，提升微信支付在境外的市场影响力。",市场类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.618693,日本
2,https://hr.tencent.com/position_detail.php?id=45235&keywords=&tid=0&lid=0,22851-腾讯视频母婴品类运营编辑 （北京）,"热爱母婴行业，对栏目有独立的思考和准确的判断，擅于挖掘行业热点和话题点进行相关专题制作；,中文功底扎实，知识面广，有创造力，具有较强的新闻敏感性，同时对母婴和视频行业有较深入的了解，具有很强的责任心和执行力；,工作吃苦耐劳，责任心强，能适应高强度的视频网站工作节奏；,熟悉电脑操作，掌握基本网络知识，了解HTML语言，熟悉Photoshop图片编辑软件及edius、Premiere、sonyVegas等视频编辑软件；,有母婴行业工作经验或大型视频网站编辑经验者优先。","负责腾讯视频母婴频道的日常内容运营和维护；,能够配合制片人完成大型母婴自制节目运营。,负责母婴行业报道和活动策划。,负责母婴企鹅号节目统筹和运营。",内容编辑类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.617232,北京
2,https://hr.tencent.com/position_detail.php?id=45253&keywords=&tid=0&lid=0,XN-通讯业务研发工程师,"1、本科以上学历，具备Unix/Linux下C/C++ 3年以上开发经验；,2、精通TCP/IP协议，进程间通讯编程；,3、熟悉Unix/Linux操作系统原理，shell命令，常用工具；,4、熟悉Mysql等数据库管理、开发,SQL调优；,5、精通面向对象设计，熟悉UML等建模工具；,6、要求精通C++，全面的软件知识结构(操作系统、软件工程、设计模式、数据结构、数据库系统、网络安全)；,7、具备良好的分析解决问题能力，能独立承担任务和有系统进度把控能力；,8、责任心强，良好的对外沟通和团队协作能力，主动，好学；,9、有互联网电子商务系统、在线支付、通讯行业相关开发经验者优先。","1、负责通讯业务相关后台系统的设计和开发工作；,2、负责高并发下，业务系统的调优和容灾工作，使系统达到高可用、高可靠、高安全；,3、负责参与相关产品需求讨论与产品系统架构的设计和优化工作。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.615925,深圳
3,https://hr.tencent.com/position_detail.php?id=45247&keywords=&tid=0&lid=0,CSIG02-腾讯云泛政府行业战略咨询规划师（北京/上海/深圳）,"具备泛政府行业领域8年以上经验，了解行业痛点，有成功的信息化、数字化项目经验；,具备互联网、云计算、大数据的知识，积于深刻思考，能够去结合行业痛点、腾讯能力为团队制订策略、方向、产品方案；,熟悉行业内上下游生态合作伙伴，帮助联系生态伙伴一同实现所订策略中的联合方案和产品；,具备一定影响力和人脉，可以为团队破冰、call high、布道演讲，做0到1的事情。,具备和熟悉产业数字化经验及产业资源者优先，有成功产业战略规划项目运营经验者优先。","负责腾讯云泛政府相关行业互联网数字化规划及整体运营；,负责泛政府相关行业云产品及解决方案孵化及推动和落地；,与跨部门团队密切合作，驱动项目实施落地，实现业务需求；,负责对应行业内生态合作建设；,负责对应泛政府行业客户策略跟进及制定及KPI进度达成。",产品/项目类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.613475,深圳
1,https://hr.tencent.com/position_detail.php?id=45249&keywords=&tid=0&lid=0,22089-体育经纪商务经理（北京）,"1. 本科及以上学历，熟悉大客户销售操作流程，具备专业而丰富的营销管理方法；,2. 5年以上销售经验,3. 具有体育行业背景，具备一定的客户资源，熟悉各大主流卫视、影视综艺制作公司、视频平台结构流程，有丰富的人脉关系；,4. 能够准确分析并预测客户需求，针对市场及需求变化快速反应；,5. 具有优秀的管理能力、计划与执行能力，激发团队能动性，带领团队共同完成目标及挑战；,6. 具有清晰的逻辑思维能力，敏锐的观察力和分析判断能力，力求上进，抗压能力强","1、熟悉体育产业，了解体育经纪业务，能够根据公司的战略部署制定销售策略并完成业绩指标；,2、及时洞察及发现市场机会、挖掘客户；积极建设各行业的优质客户关系，开拓并寻求新的商业机会；,3、与经纪和宣发部门紧密沟通，准确把握各个体育项目和客户的合作点；,4、负责销售部门人员招聘及人员构架建设和管理。",市场类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.614727,北京
2,https://hr.tencent.com/position_detail.php?id=45246&keywords=&tid=0&lid=0,29777-腾讯云企业行业高级产品经理（深圳/北京）,"本科或以上学历，计算机相关专业背景；,1-3年以上互联网或IT行业经验，有丰富的B端（面向企业用户）产品或者系统经验（例如CRM、ERP、OA等）优先；,熟悉产品设计与开发流程，具备优秀的项目管理能力，能保证项目的高效执行；,有物联网、工业机制、能源、交通、烟草、消费电子等相关行业经验优先。","独立负责部分B端产品的功能设计；,完成用户研究、需求调研、跨部门沟通、产品设计、文案撰写等产品相关工作；,及时响应售后需求，分析客户需求背后的本质；,根据用户反馈与行业调研，结合业务发展需求，完成产品迭代更新。",产品/项目类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.612270,深圳
1,https://hr.tencent.com/position_detail.php?id=45245&keywords=&tid=0&lid=0,CSIG02-腾讯智慧教育产品经理（北京）,"计算机或相关专业本科以上学历，3年以上互联网产品经理工作经验；,具有独立产品管理经验，能熟练使用Axure、Word、Excel、PPT等工具；,了解技术语言，具备优秀的想象力和逻辑思维能力；,沟通表达、学习新知识、执行力、解决问题能力强；,积极乐观，能适应高强度、快节奏工作状况。","负责腾讯智慧校园新功能策划、交互设计，产品优化；,负责用户调研、需求分析、数据分析；,负责开发、测试对接，版本控制等工作。",产品/项目类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.611206,北京
2,https://hr.tencent.com/position_detail.php?id=45244&keywords=&tid=0&lid=0,22851-腾讯视频游戏频道内容制片人(北京),"5年以上同行业工作经验，有内容制作从业经验者优先；,游戏经验丰富，精通竞技、主机、休闲、少儿游戏；,综艺、动画阅片经验广泛，了解95后话语体系，有饭圈经验者优先；,熟悉游戏直播话语体系，欢迎皮皮虾和段子手；,抗压能力、沟通能力强、细心、有责任感；,熟练运用PS、PR、AE等图片、视频制作软件。","游戏泛娱乐自制内容制作；,游戏自媒体作者运营管理；,垂直游戏内容运营管理。",内容编辑类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.610326,北京
1,https://hr.tencent.com/position_detail.php?id=45260&keywords=&tid=0&lid=0,21309-教育创新产品-产品运营经理（深圳）,"本科或以上学历，2年以上互联网产品运营工作经验；,对教育行业有兴趣有热情，有英语培训相关产品运营经验优先； ,对互联网产品有自己见解，能够提出产品及用户的策略建议，善于根据数据和用户反馈快速调整；,熟练运用SQL等数据分析工具及语言，有清晰的思路和数据建模方法论；,具备很强的沟通理解能力，具备良好的文档书写能力。","参与制定教育创新产品-ABC Mouse运营策略，根据市场情况确定运营目标；,以促进用户的增长和活跃度为目标去优化更新产品，提高各个节点的用户转换；,提升用户留存，对活跃和付费用户数负责；提升用户付费转化，对付费转化率负责；,负责ABC Mouse数据分析体系建设，沉淀数据分析方法与工具，负责儿童英语市场相关数据分析，洞察市场需求，全面评估业务运营状况，为业务的迭代方向提供数据指导。",产品/项目类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.609304,深圳
1,https://hr.tencent.com/position_detail.php?id=45259&keywords=&tid=0&lid=0,SA-腾讯联盟广告移动客户端iOS高级开发工程师（北京）,"本科及以上学历，计算机相关专业；,3年以上iOS开发经验；,熟悉iOS系统运行机制及内核；,精通OC；,精通客户端程序设计方法、性能优化、安全的应用层协议设计和安全攻防；,熟练掌握UDP/TCP/IP、http等网络协议，精通协议设计；,具备良好的沟通和分析解决问题能力，能独立承担任务、负责项目，能系统性把握项目进展；,能够主动思考产品特性，爱学习。","负责腾讯联盟广告SDK的架构设计、开发、持续演进和重构；,负责广告客户端技术的前沿追踪、技术攻坚和落地，推动客户端技术团队成长；,参与联盟广告体验的优化和创新。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.604264,北京
1,https://hr.tencent.com/position_detail.php?id=45256&keywords=&tid=0&lid=0,22989-小程序云开发后台开发工程师（深圳）,"2年以上Unix/Linux下C/C++, Golang、Python的开发经验；,熟悉Unix/Linux操作系统原理、常用工具；,全面并且扎实的软件知识结构（操作系统、软件工程、设计模式、数据结构、数据库系统、网络安全）；,具备良好的分析解决问题能力，能独立承担任务和有系统进度把控能力；,好学、责任心强、思维缜密敏捷、良好的对外沟通和团队协作能力；有海量系统开发经验优先考虑。","负责云小程序云开发产品的后台开发；,负责开发平台业务的开发和维护；,负责部门相关业务的后台开发及维护。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.603407,深圳
2,https://hr.tencent.com/position_detail.php?id=45255&keywords=&tid=0&lid=0,23671-企鹅号内容特征算法工程师（北京）,"1、计算机或相关专业本科以上学历，2年以上互联网工作经验；,2、熟练掌握C/C++和python语言编程，熟悉linux开发环境，有扎实的数据结构和算法设计功底；,3、熟练掌握nlp基础理论和算法，在一个或多个领域（如文本分类、语义理解、知识图谱构建、篇章理解、情感分析、自然语言生成等）有2年以上实际工作经验；,4、有优秀的逻辑思维能力和数据分析能力，善于分析和解决问题；,5、良好的沟通能力与团队协作能力；熟练掌握机器学习、深度学习的基础理论和方法，并在自然语言处理任务中有实际应用经验者优先；,6、熟练使用一种或几种深度学习框架，或者熟悉spark、hadoop分布式计算编程者优先。",1，负责文章的内容理解，包括热点挖掘、兴趣点提取、质量分级、内容画像等,技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.602329,北京
2,https://hr.tencent.com/position_detail.php?id=45251&keywords=&tid=0&lid=0,SA-AMS 腾讯社交广告营销洞察数据科学家（深圳）,"1. 计算机、统计、数据科学或者相关专业本科以上学历， 硕士、博士优先；,2. 优秀的逻辑思维能力，沟通表达能力，方案输出与展示能力，有跨部门合作经验优先；,3. 良好的统计分析基础，较高的数据敏感性，有数据分析师工作背景优先；,4. 熟练使用Python，熟悉 Hadoop、Storm、Spark 优先；,5. 熟练使用常用的机器学习、数据挖掘算法；,6. 善于沟通，工作积极主动，责任心强，具备良好的团队协作能力与承压能力；,7. 有广告相关背景优先，有垂直行业从业经验者优先。","1. 面向KA广告主，提供精准挖掘、洞察分析与定制化建模服务，协助各行业构建营销解决方案，提升广告主满意度；,2. 为洞察类标签制作、洞察能力&定制化建模能力落地产品化，提供预研支持与可行性论证；,3. 面向智慧零售场景，提供案例服务与数据解决方案研究；,4. 提供的服务与产品化预研内容包括但不限于：,    （洞察标签类）心理学标签挖掘；,    （洞察能力类）品牌竞争分析、品牌观点挖掘、广告触媒分析、人群圈层；,    （定制化建模类）销售线索打分、换机概率预估、流失用户建模、拉新用户建模；,    （智慧零售类）门店客流分析、小区地推分析、商业决策分析。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.599017,深圳
2,https://hr.tencent.com/position_detail.php?id=45254&keywords=&tid=0&lid=0,22989-硬件产品经理（深圳）,"统招本科以上学历，计算机、通信相关专业；,5年以上工作经验，3年以上智能硬件管理经验，有软件APP相关经验更佳；,深入理解嵌入式硬件平台， 熟悉不同平台的性能，区隔点和适用产品范围；,了解AI相关应用领域的客户需求、主流技术、解决方案、行业和产品等；,熟悉人工智能在图像、语音等应用领域的新技术新产品，具有较宽的知识面，有自己的见解和分析；,有研发体系背景，具备项目流程管理的经验，对电子硬件开发、生产流程有较深的了解；,思维逻辑清晰，执行力、沟通协调能力强。","收集客户需求、理解团队核心算法价值，能够抽离出核心功能并和公司现有产品完成整合，定义相关软硬件一体产品，管理项目、在决策和实施时协助团队制定策略和流程，以及识别风险，将完整产品推给客户；,在功能定义、外观设计、元器件选型、供应链选择、宣传策划方案、上市销售计划等关键环节中做出决策；,对产品相关数据进行监控和分析，并定期对自身产品、行业市场、同类产品等进行数据分析和评估，不断优化产品，对产品生命周期内各项指标负责；,负责对内项目立项文档撰写以及对外宣传文档和彩页的内容提供，支撑公司的对外宣传工作和展会需求；",产品/项目类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.600000,深圳
1,https://hr.tencent.com/position_detail.php?id=45250&keywords=&tid=0&lid=0,29569-金融系统开发工程师,"1、本科以上学历，具备Unix/Linux下C/C++ 3年以上开发经验；,2、精通TCP/IP协议，进程间通讯编程；,3、熟悉Unix/Linux操作系统原理，shell命令，常用工具；,4、熟悉Mysql等数据库管理、开发,SQL调优；,5、精通面向对象设计，熟悉UML等建模工具；,6、要求精通C++，全面的软件知识结构(操作系统、软件工程、设计模式、数据结构、数据库系统、网络安全)；,7、具备良好的分析解决问题能力，能独立承担任务和有系统进度把控能力；,8、责任心强，良好的对外沟通和团队协作能力，主动，好学；,9、有互联网电子商务系统、银行保险风控系统开发经验者优先。","1、负责虚拟金融业务相关系统的设计和开发工作；,2、负责高并发下，业务系统的调优和容灾工作，使系统达到高可用、高可靠、高安全；,3、负责参与相关产品需求讨论与产品系统架构的设计和优化工作。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.597931,深圳
1,https://hr.tencent.com/position_detail.php?id=45262&keywords=&tid=0&lid=0,WH-劳动关系高级经理(深圳),"大学本科学历以及以上；,五年以上大型企业人力资源管理工作经验，有专职或兼职从事海外人力资源管理工作的经验；,熟悉劳动法和企业劳动关系管理实践，有海外HR工作经验优先；,优秀的口头和书面表达能力，良好的沟通、组织、协调能力，有很好的主动沟通意愿及亲和力，善于倾听； ,认可腾讯企业文化、乐观，积极，善于自我调节，具备职业心态和敬业精神，拥有较强的承压能力。","负责研究全球劳动法律法规及标杆企业的用工情况，负责全球用工的合规管理；,负责推动公司制度、流程及相配套的管理体系在海外各区域的本地化与落地，并对各组织单元的劳动关系健康度进行诊断和审计，协助进行管理的优化；,负责处理相关个案，并根据运营情况不断优化机制，向HR从业者及各级管理干部进行劳动关系能力培养与赋能；,参与公司劳动关系管理相关工作，包括公司用工管理，员工行为或纪律管理，离职管理等，例如政策、制度、流程以及管理工具的分析与、研究与输出。",职能类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.594605,深圳
2,https://hr.tencent.com/position_detail.php?id=45265&keywords=&tid=0&lid=0,25925-Linux C++开发工程师（深圳）,"计算机、通信相关专业本科以上学历，具有Linux服务器端软件开发经验；,编程基本功扎实、精通C/C++、熟悉面向对象技术、设计模式；,精通TCP/IP协议相关知识及网络编程，精通Unix/Linux环境和系统编程，熟悉服务器编程模型，精通MySQL数据库及相关编程；,具备一定架构能力、有大容量、高性能、分布式系统的设计开发经验优先；,善于沟通及主动思考总结、倡导创新与持续优化、思路周密、代码严谨、对待技术有强烈兴趣；,有良好的团队合作及抗压能力、有强烈的主人翁意识和推动能力。","负责腾讯游戏健康游戏平台相关设计和研发工作；,参与相关产品需求讨论、架构设计以及后期优化工作；,参与现网问题定位和解决工作。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.596302,深圳
1,https://hr.tencent.com/position_detail.php?id=45277&keywords=&tid=0&lid=0,WXG02-121 微信数据挖掘工程师（深圳）,"计算机、数学、统计等相关专业本科及以上学历（硕士或博士优先）；,三年以上大规模数据分析、挖掘相关工作经验；,符合以下一项或多项即可：,有深厚的概率与数理统计基础者优先；,熟悉聚类、分类、回归、图模型等机器学习算法及原理；,具有深度神经网络DNN理论基础及实战经验者；,具有复杂网络，社交网络相关理论研究经验者；,熟悉C/C++、python、Java、R语言、SAS，SPSS，matlab等编程语言与工具（一项或多项）。","用机器学习、复杂网络等技术，对微信用户行为、社交网络进行分析和建模，指导微信业务发展；,基于海量数据统计、特征选择、模型训练及检验评价，实现推荐模型、Lookalike模型等支持微信各业务的研发与应用。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.593323,深圳
1,https://hr.tencent.com/position_detail.php?id=45273&keywords=&tid=0&lid=0,TEG04-PHP高级开发工程师（深圳）,"3年以上PHP语言为主的大中型系统开发经验，熟悉PHP主流框架；,2年以上B/S结构系统分析及设计经验，有构建可伸缩、可扩展、高可用系统经验；,熟练掌握各种设计模式和面向对象设计原则，具备较强的模型抽象能力；,精通MVC/REST架构、模板引擎、中间件的原理与应用；,熟悉MySQL数据库，了解MySQL索引优化、查询优化和存储优化；,熟悉TCP/IP协议，对Socket通信和HTTP协议有深刻理解；,深刻理解Linux/Unix内存管理、线程/进程间通信、异步事件回调机制；,对计算机系统、网络安全、应用系统架构等有较全面的认识；,良好的编码习惯，代码结构清晰、命名规范、逻辑性强、冗余率低；,良好的团队合作能力和学习能力","负责腾讯微校服务端及API的设计和开发；,参与系统的需求分析、系统设计、编码等工作；,已有系统的运营、维护和优化",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.592527,深圳
1,https://hr.tencent.com/position_detail.php?id=45272&keywords=&tid=0&lid=0,TEG05-业务安全高级攻防工程师（深圳）,"对黑色产业链有深入研究，熟练掌握常见的安全事件溯源方法。,有较强的安全攻防背景经验，熟练掌握二进制软件或android逆向分析能力。,有较强的逻辑推理能力和细致的观察能力，能根据一丝线索进行拓展，找到背后真相；,熟悉java或python，拥有良好的开发能力。,思路清晰，善于主动思考，有创新、能独立分析和解决问题，具有良好的沟通能力和团队合作精神；","跟踪业务安全风控发现和热点；, 跟踪和深入分析黑产产业链；,建立业务安全的攻防体系；",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:26.581877,深圳
