people_number,position_link,position_name,position_require,position_responsibility,position_type,publish_times,spider,time,work_location
1,https://hr.tencent.com/position_detail.php?id=44551&keywords=&tid=0&lid=0,HY6-互娱内容营销方向市场推广经理（太原）,"本科及以上学历；3年以上游戏或者影视行业内容营销经验；,热爱游戏/电竞/影视/动漫；,有较强的文案功底及ppt制作能力；,有内容制作及传播、媒体相关经验,熟悉全媒体，具备较好媒体策划及应用、数据分析及规划总结能力；,有丰富的活动策划及落地经验，执行力强、协调能力强。","构建及完善覆盖全国区域媒体资源库，并联动全国本地推广团队与当地媒体建立良好合作关系；（区域媒体包含但不限于各区域主流传统媒体、新媒体、自媒体）,基于营销诉求解读，联动内外部团队，拓展及运用区域媒体，支撑游戏、电竞、影视及动漫业务的内容生产及传播；并形成区域媒体合作商业模式；,基于业务实践，归纳及总结区域媒体的合作，并沉淀区域媒体合作及应用方法论，指导本地推广团队与区域媒体的合作，及业务对区域媒体应用；,负责腾讯游戏的整合事件营销策划，独立策划整体营销方案、及相关事件落地。",市场类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.425816,太原
1,https://hr.tencent.com/position_detail.php?id=44564&keywords=&tid=0&lid=0,27261-高级舆情分析师（深圳）,"熟悉互联网，在TMT领域有3年以上的认知和积累，能敏锐把握行业发展态势；,擅长使用数据工具，有知名咨询/调研公司背景者优先；,逻辑思维能力，能独立制定研究方案和研究计划，独立完成研究项目；,沟通能力，跨部门合作能力。","重点关注全球互联网、移动互联网、大数据等行业前沿动态，及时做出解析； ,对公司主要产品及相关竞品进行研究，根据业务需求，撰写行业研究报告；,与团队自有大数据相配合，整合更多的三方数据源，针对性建立研究分析模型。",职能类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.418964,深圳
1,https://hr.tencent.com/position_detail.php?id=44565&keywords=&tid=0&lid=0,27261-高级舆情分析师（广州）,"岗位要求：,熟悉互联网，在TMT领域有3年以上的认知和积累，能敏锐把握行业发展态势；,擅长使用数据工具，有知名咨询/调研公司背景者优先；,逻辑思维能力，能独立制定研究方案和研究计划，独立完成研究项目；,沟通能力，跨部门合作能力。","重点关注全球互联网、移动互联网、大数据等行业前沿动态，及时做出解析； ,对公司主要产品及相关竞品进行研究，根据业务需求，撰写行业研究报告；,与团队自有大数据相配合，整合更多的三方数据源，针对性建立研究分析模型。",职能类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.419673,广州
1,https://hr.tencent.com/position_detail.php?id=44561&keywords=&tid=0&lid=0,28603-115 微信支付web前端开发工程师（深圳）,"本科及以上学历，计算机软件或相关专业，1年以上前端开发经验；,熟悉W3C标准网站构建，有构建高性能网站应用相关经验；,熟悉结构化语言html5与解释性语言css、css3的使用；,熟悉各种浏览器平台的特性，能解决多平台多终端的兼容、适配问题，如安卓、苹果机型的适配；,能够熟练使用Javascript及主流JS框架，具备一定的框架设计能力或组件开发能力；,能够使用JavaScript和(或)CSS实现高性能、流畅的动画效果，熟悉Canvas和SVG动画更佳；,善于沟通，具备良好的沟通能力和团队协作精神，有一定的审美及设计判断力，较强的学习能力；,对常见的web性能问题、安全问题有一定了解，并有相关的实践经验；,逻辑分析能力强，善于沟通，具备良好的沟通能力和团队协作精神；,具有小程序开发经验者优先；,具有NodeJS，PHP开发经验开发经验者优先；,有数据可视化开发经验者优先；","负责微信支付前端架构和前沿技术研究的工作；,负责微信支付h5应用产品的前端开发；,负责微信支付营销活动的前端开发；,负责微信支付相关小程序的开发；,负责微信支付数据可视化平台的开发与日常维护",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.418027,深圳
2,https://hr.tencent.com/position_detail.php?id=44581&keywords=&tid=0&lid=0,28994-区块链底层开发工程师（深圳）,"3年以上linux服务器端java,C++开发经验，熟悉操作系统、多线程等相关基础知识；,理解比特币、以太坊、Fabric等其中一种或者多种区块链平台技术实现，最好是直接参与过区块链平台开发；,熟悉数据库、网络相关知识，理解常用的加解密、签名算法原理和用法；,思路清晰、周密，主动思考，热爱编程者甚佳；,有良好的团队合作能力，热爱区块链核心技术，愿意为区块链发展做贡献。","负责区块链底层相关技术实现和维护，如：共识机制、分布式网络、隐私保护机制等；,负责区块链前沿技术研究和探索，并将研究成果推动到腾讯区块链落地；,参与具体项目的架构设计、具体模块、合约的开发工作。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.417161,深圳
1,https://hr.tencent.com/position_detail.php?id=44576&keywords=&tid=0&lid=0,SA-SMB区域合作伙伴拓展经理(SPD)--南区,"全日制本科及以上学历，专业不限；,3年以上相关互联网广告产品渠道工作或销售相关的咨询工作经验；,具有出色的沟通能力，协调能力；,良好的团队合作精神，为人诚信，工作敬业，有责任心。","负责腾讯社交广告区域及行业服务商管理和新拓工作，且对所属服务商的业绩负责；,帮助服务商梳理和制定商业计划，协同各合作方进行落地执行；,深度分析和扶持服务商，进行销售.运营.市场.产品等能力升级，优化业务健康度；,通过市场预估分析和服务商的深度合作，总结区域及行业服务商的商业策略.区域深耕.行业打法的方法论并进行输出；,与公司相关部门沟通协作，整合内外部资源，形成定制化的赋能策略，从而实现目标业绩的达成和延续。",市场类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.416502,广州
1,https://hr.tencent.com/position_detail.php?id=44573&keywords=&tid=0&lid=0,TB-投资运营高级经理（增值服务）,"•	本科及以上学历，3年以上互联网从业经验，熟悉腾讯业务优先；,•	对创业及投资有浓厚好奇心和激情；,•	具有较强的产品化运营意识，优秀的沟通能力和资源协调能力，能够有效的进行团队间业务合作,•	善于学习，具备交强的业务理解能力和商业敏感度，思维活跃，有创新思路，能够为投资公司业务发展和腾讯的能力连接提供一定建议；","职位说明：,•	深入投资行业最好的机会，具有最前沿的投资及创业视野！,•	和世界上一流的投资团队成为紧密同事！,•	和中国最大的互联网创业者群体深度交流和互动！,•	充分尊重，绝对授权，只要你有想法，就会被鼓励和实现！,工作内容：,•	负责腾讯投资投后服务体系搭建，服务政策谈判及拓展；,•	根据对业务的理解，主动挖掘投资公司成长期的各类共性需求，并结合腾讯核心能力定制方案；,•	负责腾讯内部各业务和投资公司业务之间合作的接口管理；,•	深度维护腾讯投资公司高管群体，并保持良好的沟通和互动，及时解决各类业务咨询；",,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.415091,深圳
2,https://hr.tencent.com/position_detail.php?id=44571&keywords=&tid=0&lid=0,14914-媒体管理公关经理（北京）,"1.本科及以上学历，新闻、传播、中文等相关专业；,2.五年以上媒体从业经历，熟悉主流媒体新闻生产逻辑，对内容有较好的敏感和判断力；,3.主动性强、抗压性好、出色的沟通能力和快速学习能力，善于创新；,4.正直诚信，热爱互联网。","1.拓展和维护媒体资源，建立有效的媒体关系，建立媒介的评估体系，为公司营造良好的媒体环境；,2.服务于公司各项业务，挖掘内部新闻价值，响应主动传播需求，输出优质的深度报道；,3.通过内部信息同步和外部有效沟通，及时预警和有效处理舆情危机。",,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.414255,北京
1,https://hr.tencent.com/position_detail.php?id=44575&keywords=&tid=0&lid=0,SA-腾讯社交广告经营分析经理 （北京/深圳）,"本科以上学历，5年以上数据分析经验，包括2年以上业务分析体系搭建或数据团队管理经验；,在渠道分类管理、KPI管理、日常沟通对接有丰富的经验者优先考虑；,具备较强的数据分析能力，有SQL能力者优先考虑；,具有严谨的逻辑思维能力，言语表达能力，沟通协调能力；,有管理经验者优先考虑。","梳理SMB业务分析逻辑体系、报表体系；,管理SMB各业务定义及业务口径，对接Salesops团队的数据口径；,负责协调各数据分析业务分析同学工作，定期输出各类日报、周报月报等周期性分析及各类专项分析；,负责对接SMB内部各类数据需求，规划产品侧、salesops侧的分析支持工作；,负责SMB内部数据权限数据安全管理工作。",市场类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.415804,北京
2,https://hr.tencent.com/position_detail.php?id=44588&keywords=&tid=0&lid=0,29050-CII政策发展经理,"至少4以上工作经验，有至少3年以上互联网公司、网络安全方向从业经历。,对关键基础设施或等级保护有一定了解，有相关从业经历者优先。,面向政府、行业协会有一定沟通、协调和政府公关能力。","CII作为落实《网络安全法》的核心举措，也是我司产品与数据安全的核心工作之一，主要职责如下：,搜集CII及其周边相关监管的政策、标准，参与单位成员、监管措施与解决方案；,研究、设计、制定关于CII相关合规的技术、业务解决方案；,联合个人信息保护、跨界安全、信息安全策略等方向，研究并推动CII相关政策、标准、法规的研究与合规工作。",职能类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.413629,北京
2,https://hr.tencent.com/position_detail.php?id=44587&keywords=&tid=0&lid=0,29050-CII政策发展经理,"至少4以上工作经验，有至少3年以上互联网公司、网络安全方向从业经历。,对关键基础设施或等级保护有一定了解，有相关从业经历者优先。,面向政府、行业协会有一定沟通、协调和政府公关能力。","CII作为落实《网络安全法》的核心举措，也是我司产品与数据安全的核心工作之一，主要职责如下：,搜集CII及其周边相关监管的政策、标准，参与单位成员、监管措施与解决方案；,研究、设计、制定关于CII相关合规的技术、业务解决方案；,联合个人信息保护、跨界安全、信息安全策略等方向，研究并推动CII相关政策、标准、法规的研究与合规工作。",职能类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.412782,深圳
1,https://hr.tencent.com/position_detail.php?id=44545&keywords=&tid=0&lid=0,25669-腾讯云课程运营经理（深圳）,"1、本科以上学历，8年以上工作经验，5年以上互联网行业相关从业经验。, 2、对课程体系搭建运营经验，丰富的大型集团企业大学、知名商学院的实战历练，有互联网企业大学工作经验者优先。,3、熟练掌握内容型学习课程/产品的体系性搭建及落地执行，能整合公司内相关资源落地实施，同时具备需求调研分析、内容规划、内容开发运营实施、效果评估等专业技能。","1、 配合腾讯云业务战略及云生态建设策略，针对云生态圈决策圈层（CXO级别）设计一揽子体系化的内容型学习产品解决方案/量身定做高端学习发展计划（类似EMBA），提升决策层对腾讯云的产品感知和客户粘性。,2、 负责云生态圈决策层学习发展项目的需求挖据、整体规划、学习内容设计、课程实施、效果评估等工作；并持续优化高端社群学习产品服务体系，提升平台在业界的口碑和影响力；,3、 根据云生态整体策略，负责搭建面向云生态圈决策层的内容体系，包括课程体系、师资发展体系等，并积极开拓资源与国内外顶级商学院开展合作机制，引入优质头部学习资源，并积极尝试打通及卷入腾讯内部各BG相关业务资源，在公司层面，形成共赢合力。",产品/项目类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.406195,深圳
1,https://hr.tencent.com/position_detail.php?id=44544&keywords=&tid=0&lid=0,25669-腾讯云社群运营经理（深圳）,"1、 有流畅的中英商务交流能力，有企业家人脉资源优先；,2、 目标明确，具有独立思考和分析能力，能深入现象背后的原理，心态开放乐于成长，勇于迎接挑战，快速适应业务发展速度、热情关注创新创业用户群，有如上相关工作经验优先。","1、 深入创始人圈层洞察需求，设计头部社群产品解决方案，负责持续优化高端社群产品服务体系，提升平台口碑、影响力；,2、 具备较好的专业素养和服务态度，以专业的商业知识及能力建设，让用户体验优质精准服务，以全球视野运营平台创业生态圈。",产品/项目类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.405576,深圳
1,https://hr.tencent.com/position_detail.php?id=44563&keywords=&tid=0&lid=0,AQ-司法协作经理,"5年以上情报工作经验，从事过网络犯罪打击工作；,具有电子数据分析能力，熟悉互联网地下产业链；,熟悉政府部门运作，有较强项目协调能力与执行力；,熟悉互联网产品及相关行业，了解国家相关政策；   ,为人严谨细致，学习能力强，具备优秀的逻辑分析和文字撰写能力，优秀的人际交往能力和独立工作的抗压能力。","负责协助执法机关对涉案数据进行司法取证；,建立并保持与执法机关及互联网法律界的公共关系，负责该领域项目的统筹及深入参与工作；,把握产品的法律政策风险，协调和推动公司业务团队理解和执行国家互联网政策，推动法律、政策制定、跟进法律、政策落实。",职能类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.404880,深圳
1,https://hr.tencent.com/position_detail.php?id=44560&keywords=&tid=0&lid=0,19823-动画番剧制片人（北京）,"3年以上动画番剧制片的经验，熟悉动画番剧的生产、发行流程，熟悉动漫产业链运作流程，运营过有口碑、流量成功的动番剧项目者优先，对武侠类、国风类、中国传统或者东方题材有较高兴趣或成功项目经验者优先。,具有较强的文字功底、开发思路逻辑清晰，善于驾驭动画番剧项目开发及商业计划书；,具有良好的组织、沟通、协调能力、善于团队作战、拥有一定的动漫圈资源；,具有高度的责任心、敬业精神与执行力，能适应高强度工作压力。","对动画番剧项目进行策划、开发、投资立项、生产等全流程的统筹、控制管理；,评估、策划IP改编项目，做出动画化的可行性分析；,组织协同内、外部的资源制动并监督动画番剧的制作；,负责动画番剧项目的进度和预算管理；,组织、策划动画番剧项目的宣发计划并主导或者配合执行。",产品/项目类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.403802,北京
2,https://hr.tencent.com/position_detail.php?id=44559&keywords=&tid=0&lid=0,18796-专项技术测试(深圳）,"计算机相关专业本科以上学历，2年以上软件测试或开发经验；,热爱软件测试，拥有出色的测试用例设计能力，熟悉主流的自动化测试框架和方法；,有PC端或移动端测试经验，熟悉PC端、Web端和移动端测试方法，熟练使用相关测试工具；,熟练掌握操作系统原理、TCP/IP、HTTP协议、数据库等基础知识；,具备扎实的C/C++或Python程序设计基础；,具备良好的沟通协调和团队协作能力、问题分析和解决能力。","负责PC端和移动端业务测试；,负责游戏平台相关需求的澄清和测试，制定相应的测试策略和测试计划，达成项目质量目标；,负责相关业务专项测试工作，包括但不限于：客户端性能测试，兼容性测试，网络相关测试等；,负责相关产品专项技术开发工作。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.402968,深圳
2,https://hr.tencent.com/position_detail.php?id=44553&keywords=&tid=0&lid=0,25663-Tencent cloud game solution architect (overseas)（Japan/Korea）,"1.	Computer related majors, more than 5 years working experience;,2.	Familiar with cloud computing technology knowledge system, understand KVM, Xen or LxC  related virtualization technology;,3.	Familiarity with the underlying system architecture of a game, Understand  the game industry ecology and business pain points and needs,4.	Good communication skills and thoughtful mind,5.	Working aggressiveness , have strong sense of responsibility, strong execution and strong teamwork ability.,6.	Proficient in local language and mandarin, fluent in listening, speaking, reading and writing.","1. As the game cloud solution expert, customize cloud solutions for overseas game company, and actively promote the implementation and delivery of project;,2.Effectively transfer overseas customer’s demands and industry standards to the back-end team, and actively push the demands online.,3.Actively participate in the online or offline sermon events of game related industriesto to enhance the influence of Tencent cloud game industry.",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.401669,韩国
1,https://hr.tencent.com/position_detail.php?id=44555&keywords=&tid=0&lid=0,SA-腾讯社交广告IOS高级开发工程师（微信广告 深圳）,"热爱微信，能够接受经常出差广州，能够主动思考产品特性，爱学习；,本科及以上学历，计算机相关专业；,3年以上相关领域开发经验；,熟悉iOS，android系统运行机制及内核；,精通C/C++，精通OC,java；,对性能优化，设计模式有一定研究；,精通客户端程序设计方法以及安全的应用层协议设计；,熟练掌握UDP/TCP/IP、http等网络协议，精通协议设计；,具备良好的沟通和分析解决问题能力，能独立承担任务和有系统进度把控能力。","负责微信客户端广告组件的设计开发和功能实现；,负责客户端相关问题的技术攻坚和新人培养。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.402306,深圳
2,https://hr.tencent.com/position_detail.php?id=44572&keywords=&tid=0&lid=0,25666-Tencent Cloud BD Manager – Gaming（Overseas - Japan/Korea）,"Familiar with Japanese and Korean game market, experienced with local customer development and have ever worked on large scale project;,Solid understanding of business needs of Japanese and Korean customer in game industry, capable of communicating with customers in CIOs, CTOs and CEOs level;,Establish, maintain and strengthen long-term excellent relationships with target customers;,Developing effective marketing strategy and plans to improve customer acquisition and sales performance;,Excellent skills in communication and coordination, capable of working under high pressure, possess strong execution ability;,Being active and efficient, strong self-driven on thinking, optimizing, innovating,  accurately understanding and executing;,Professional proficiency in listening, speaking, reading and writing for both local language and Chinese;,Candidates with independent and successful BD experience on large scale project in Japanese and Korean market is preferable。","Responsible for designing and implementing strategic sales plan to achieve sales performance in Japanese and Korean areas;,Responsible for expanding company presence and establishing collaboration ecology for Tencent Cloud in Japanese and Korean market;,Responsible for improving customer satisfaction and market share/coverage in gaming industry in Japanese and Korean market。",市场类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.400207,韩国
1,https://hr.tencent.com/position_detail.php?id=44550&keywords=&tid=0&lid=0,WXG01-119 微信PC客户端开发工程师 （深圳）,"计算机相关专业本科及以上学历；,具备扎实的C/C++、数据结构与算法基础知识、良好的编程动手能力和客户端调试能力；,深入理解windows操作系统的消息机制、内存管理、文件系统、进程线程调度；,具备良好的学习能力和分析解决问题能力；,责任心强，热爱技术研发工作，良好的沟通交流能力和团队合作精神，工作积极主动；,有过实际架构设计和性能优化工作经验优先考虑。",负责Windows微信客户端相关的开发工作。,技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.400928,深圳
1,https://hr.tencent.com/position_detail.php?id=44566&keywords=&tid=0&lid=0,15570-斗破苍穹手游后台开发（深圳）,"计算机相关专业，本科及以上学历；,3年以上后台开发工作经验，工作细心谨慎，有较强的逻辑思维能力；,熟悉Unix/Linux环境下的C/C++开发，熟悉STL，有良好的计算机理论知识和规范的编码风格；,熟悉TCP/IP协议相关知识，熟悉网络编程，熟悉数据库，精通算法；,具备良好的分析解决问题能力和抗压能力，能独立承担复杂系统的开发工作；,熟悉游戏服务器架构，熟悉物理引擎PhysX、Bullet、UE4者优先，有FPS开发经验者优先，有已上线游戏开发运营工作经验者优先。","负责斗破苍穹手游服务器架构设计以及性能优化；,负责斗破苍穹手游服务器的资料片版本开发工作；,负责斗破苍穹手游服务器业务系统设计开发以及日常运营开发工作。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.399332,深圳
2,https://hr.tencent.com/position_detail.php?id=44584&keywords=&tid=0&lid=0,29050-CII产品合规经理,"计算机专业，本科以上学历，至少3年以上工作经历。,从事过面向应急检查、等级保护、安全检测的工作经验者优先。,对CII有一定了解和研究，并在相关科研院所、企事业单位从事此类岗位者优先。","联合个人信息保护、数据的跨境等，结合CII业的监管要求，完成产品的对接与合规解决方案研究、设计、制定、落实。,联合个人信息、跨境数据等监管的合规要求，解读相关法律、政策的技术落地与监管应对措施；,深度研究互联网产品的形态，需求并制定符合国内、国际监管要求的产品、业务与技术解决方案；,研究、设计、开发、落实相关监管需要的风险控制系统。",职能类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.389506,北京
2,https://hr.tencent.com/position_detail.php?id=44585&keywords=&tid=0&lid=0,29050-跨境安全经理/专家,"至少5年以上工作经验，有良好的英语基础。,有至少3年以上互联网公司、IT方向从业经历。互联网跨界服务的形态和数据流动有一定研究。,对GDPR/CLOUD有实践经验，并对其监管的目的和豁免条款有深入的研究。","互联网产品在国际市场的拓展，必须符合各国家或地区的跨境业务要求，该岗位要求为公司互联网产品在国内外拓展提供解决方案：,熟悉互联网产品与互联网的特性，互联网产品的跨境服务与数据流动的技术原理；,研究各国对于跨境业务、数据流动、服务的监管法律、标准，制定的目的与初衷；,设计并制定产品数据跨境相关合规的解决方案并协同产品、业务、技术部门落实。",职能类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.390193,深圳
2,https://hr.tencent.com/position_detail.php?id=44586&keywords=&tid=0&lid=0,29050-跨境安全经理/专家,"至少5年以上工作经验，有良好的英语基础。,有至少3年以上互联网公司、IT方向从业经历。互联网跨界服务的形态和数据流动有一定研究。,对GDPR/CLOUD有实践经验，并对其监管的目的和豁免条款有深入的研究。","互联网产品在国际市场的拓展，必须符合各国家或地区的跨境业务要求，该岗位要求为公司互联网产品在国内外拓展提供解决方案：,熟悉互联网产品与互联网的特性，互联网产品的跨境服务与数据流动的技术原理；,研究各国对于跨境业务、数据流动、服务的监管法律、标准，制定的目的与初衷；,设计并制定产品数据跨境相关合规的解决方案并协同产品、业务、技术部门落实。",职能类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.390945,北京
2,https://hr.tencent.com/position_detail.php?id=44583&keywords=&tid=0&lid=0,29050-CII产品合规经理,"计算机专业，本科以上学历，至少3年以上工作经历。,从事过面向应急检查、等级保护、安全检测的工作经验者优先。,对CII有一定了解和研究，并在相关科研院所、企事业单位从事此类岗位者优先。","联合个人信息保护、数据的跨境等，结合CII业的监管要求，完成产品的对接与合规解决方案研究、设计、制定、落实。,联合个人信息、跨境数据等监管的合规要求，解读相关法律、政策的技术落地与监管应对措施；,深度研究互联网产品的形态，需求并制定符合国内、国际监管要求的产品、业务与技术解决方案；,研究、设计、开发、落实相关监管需要的风险控制系统。",职能类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.388769,深圳
1,https://hr.tencent.com/position_detail.php?id=44578&keywords=&tid=0&lid=0,CSIG16-基础架构工程师（北京）,"极好的系统设计和编码能力，重视代码质量，思路清晰，问题导向，行动快速； ,对Hadoop、Spark、Hive、Kafka、Redis等分布式存储、队列、计算、集群管理中的一项或多项有深入的理解和实战经验；,较好的沟通能力，能快速理解业务，对数据敏感，并能主导项目的进度，保证团队产出； ,熟悉Linux开发环境，熟悉C++、Python语言的优先；有LBS相关的系统设计、数据处理经验者优先","为腾讯打造高效、稳定、扩展性较强的LBS数据自动监控、发布系统；,与团队产品、运营一起发挥创造力，提升数据质量和价值。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.387988,北京
2,https://hr.tencent.com/position_detail.php?id=44599&keywords=&tid=0&lid=0,17520-U3D手游客户端开发,"负责游戏移动终端核心玩法的开发和调优；,负责游戏移动终端系统的开发设计； 负责游戏移动终端关键技术攻关工作； ,产品需求的技术可行性评估, 程序框架及技术方案的设计和具体实现； ,协助美术/策划建立高效的游戏内容制作流程, 完善并持续优化工具链。","2年及以上Unity3D开发经验； ,至少参与过一款3D游戏项目, 对游戏研发技术领域有系统的了解和关注； ,有C++经验优先； ,良好编码习惯； 有physx经验优先； ,有mmorpg，actrpg项目经验优先； 有做过大世界地图优先；,有做过同步相关技术优先，具备良好的分析解决问题能力, 责任心强, 有较高的自我管理和任务跟进推动能力。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.386388,深圳
1,https://hr.tencent.com/position_detail.php?id=44600&keywords=&tid=0&lid=0,21530-腾讯音乐企业传讯总监（深圳）,"8-12 years’ corporate communications experience from TMT industries,Integrated communications tool kit (preferably with solid experience in media and crisis) ,Solid regional experience with a balance of strategic thinking and day-to-day execution,Strong communications skills with high proficiency in spoken and written English and Chinese (including Putonghua) ,Good interpersonal skills, self-motivated, and can perform under pressure","Develop and execute corporate communication strategy to promote the Company’s reputation among international stakeholders,Develop and proactively manage crisis that may impact corporate reputation ,Develop and implement corporate communication plans to support BGs objectives in international markets",,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.387191,深圳
1,https://hr.tencent.com/position_detail.php?id=44593&keywords=&tid=0&lid=0,23671-企鹅号原创独家首发平台运营（深圳）,"1. 本科及以上学历，3年以上产品运营或策划工作经验；有内容型产品经验者优先,2. 了解资讯、短视频行业的行业生态，对内容敏感度高； ,3. 具备优秀的合作沟通及资源整合能力、良好的产品落地能力 ,4. 思维逻辑清晰，有较高的数据敏感度； ,5. 自我驱动力强，有较强的责任心和执行力;","1.负责企鹅号平台运营、策划工作,2.从生态市场角度，解决原创保护，维护原创作者利益,3.从服务下游角度，建设命题服务和内容服务，给到下游想要的、优质的内容,4.建立中台级粉丝生态，并将能力输出给全平台，做好粉丝跨平台流转服务",产品/项目类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.385222,深圳
2,https://hr.tencent.com/position_detail.php?id=44590&keywords=&tid=0&lid=0,29050-数据安全经理/专家（深圳）,"本科及以上学历，网络安全方向、对技术有一定深度的了解，工作满5年以上；,曾经涉足公共安全、个人隐私研究、互联网安全方面工作经验者优先；,对个人信息保护相关法律、标准有较深研究者优先。","个人信息安全建设已经成为国家产品开发与运营的重要组成部分；该岗位重点针对上述方向研究个人信息安全法律、标准、技术措施的保护解决方案的研究、制定、落实，核心包括以下三方面：,研究国内、国际相关个人信息保护的政策、标准与案例；,研究互联网产品、技术发展，并为产品提供相关合规解决方案；,度研究个人信息保护的网络犯罪动向，策略对抗方法，并参与相关法律、政策、标准的研究。",职能类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.383194,深圳
1,https://hr.tencent.com/position_detail.php?id=44591&keywords=&tid=0&lid=0,29050-数据安全经理/专家（北京）,"本科及以上学历，网络安全方向、对技术有一定深度的了解，工作满5年以上；,曾经涉足公共安全、个人隐私研究、互联网安全方面工作经验者优先；,对个人信息保护相关法律、标准有较深研究者优先。","个人信息安全建设已经成为国家产品开发与运营的重要组成部分；该岗位重点针对上述方向研究个人信息安全法律、标准、技术措施的保护解决方案的研究、制定、落实，核心包括以下三方面：,研究国内、国际相关个人信息保护的政策、标准与案例；,研究互联网产品、技术发展，并为产品提供相关合规解决方案；,度研究个人信息保护的网络犯罪动向，策略对抗方法，并参与相关法律、政策、标准的研究。",职能类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.384251,北京
1,https://hr.tencent.com/position_detail.php?id=44609&keywords=&tid=0&lid=0,PCG04-AI线上实验平台高级研发工程师（深圳）,"3年以上Unix/Linux操作系统下的C/C++项目的开发经验;,大数据相关平台产品、应用和工具等经验，或者算法、策略测试经验；,具备不错的编程能力，数量掌握一门脚本语言，JAVA/SCALA/Python/shell；,熟悉Hadoop生态圈，了解hdfs，mr，hive，Spark，kafka等；,对算法、策略测试有较丰富经验，对ABTEST有实践经验。（大数据和算法测试有一项满足即可）,对互联网质量保证领域有强烈的兴趣，有互联网测试开发经验优先,学习能力强，拥有优秀的逻辑思维能力，良好沟通交流能力，强烈的责任心和团队合作精神；","负责PCG线上实验平台开发以及质量保障工作，负责和业务团队人员密切合作提供数据服务、算法评估、仿真实验、ABTest框架等服务，提高算法研发工程效率。,服务于公司内的内容推荐类产品线； 不局限于按部就班的研发工作，有强烈的产品sense，对用户体验敏感，能够综合运用技术/产品/运营方案，提升终端用户体验；,平台产品包括但不限于：用户行为分析，查询中心，BI报表，元数据管理，abtest系统，数据开发套件等",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.378570,深圳
1,https://hr.tencent.com/position_detail.php?id=44607&keywords=&tid=0&lid=0,PCG10-信息流数据分析产品经理,"5年以上相关工作经验,较强的数据分析能力，熟练使用相关数据分析工具，有过策略分析等业务应用优先,对互联网产品的数据体系、用户分群、用户漏斗行为等有分析经验,具备根据业务需求，梳理指标、搭建数据体系并建设对应系统支持的能力,有内容生产、分发行业的全链条数据理解经验优先,熟悉互联网产品，有相关行业经验者优先","梳理分析主要业务数据，从运营角度挖掘业务机会，并支持整体业务策略制定,梳理指标并建设数据、用户管理系统，为团队更准确和敏捷掌握用户分群、业务行为指标波动、事项效果提供支持,支持并驱动运营对相应策略分析进行产品和运营优化",产品/项目类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.377377,深圳
2,https://hr.tencent.com/position_detail.php?id=44604&keywords=&tid=0&lid=0,18796-Android开发工程师（深圳）,"三年以上移动客户端开发经验；精通至少android/ios其中一个移动客户端平台运行机制和架构体系；, 精通C/C++/OC/swift/java其中一种；, 具备扎实的数据结构、算法分析基础，熟悉常用设计模式、多线程、网络、界面开发；, 良好的编码风格，以及足够的调试技术和问题解决能力；, 责任心强，积极向上、乐于学习新技术；, 具备高度责任感和团队合作精神，执行力强，良好的口头及书面表达能力。","参与游戏社区和工具App的开发；,负责核心功能技术攻关；,负责App架构设计、改进与性能优化，并负责新技术的研究和技术难点的突破。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:31:58.373893,深圳
